Organization Name,Organization Name URL,Number of Employees,Operating Status,Website,Contact Email,Phone Number,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Number of Alumni,Industry Groups,Industries,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD),Number of Private Notes,Tags,Headquarters Location,Estimated Revenue Range,Founded Date,Founded Date Precision,Top 5 Investors,LinkedIn
DEI Consulting Engineers,https://www.crunchbase.com/organization/dei-consulting-engineers,51-100,Active,https://deiassociates.ca,dei@deiassociates.ca,+1 519 725 3555,,,,,,,,,"Administrative Services, Design, Hardware, Other, Professional Services, Science and Engineering","Consulting, Mechanical Design, Mechanical Engineering, Project Management",,,,,540645,USD,540645,,,"Waterloo, Ontario, Canada",,1999-01-01,year,,https://www.linkedin.com/company/dei-&-associates-inc-/
Hiroyuki Ikeuchi,https://www.crunchbase.com/organization/hiroyuki-ikeuchi,501-1000,Active,https://www.kirinoikeuchi.co.jp,mist@kirinoikeuchi.co.jp,+81-665-381-075,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Osaka, Osaka, Japan",$1M to $10M,1954-11-08,day,,https://www.linkedin.com/company/h-ikeuchi-co-jp
Barber Manufacturing Company,https://www.crunchbase.com/organization/barber-manufacturing-company,51-100,Active,http://barbermfg.com,jackbarb@barbermfg.com,+1 765 643 6905,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",,,,,371970,USD,371970,,,"Anderson, Indiana, United States",$10M to $50M,1894-01-01,year,,https://www.linkedin.com/company/barber-manufacturing-company-inc-/
Foynes Engineering,https://www.crunchbase.com/organization/foynes-engineering,101-250,Active,https://foynesengineering.ie/,info@foynessengineering.ie,+353-6-96-5509,,,,,,,,,"Administrative Services, Design, Hardware, Manufacturing, Other, Real Estate","Building Maintenance, Construction, Industrial Design, Manufacturing, Mechanical Design, Project Management",,,,,9319,USD,9319,,,"Limerick, Limerick, Ireland",$10M to $50M,1993-01-01,year,,https://www.linkedin.com/company/foynes-engineering-limited/
Amalco,https://www.crunchbase.com/organization/amalco-american-aluminum-company,51-100,Active,https://www.amalco.com,info@amalco.com,+1-877-325-9262,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",0,1,,Common metals and their alloys; ores,431411,USD,431411,,,"Mountainside, New Jersey, United States",$10M to $50M,1910-01-01,year,,
EMVcon,https://www.crunchbase.com/organization/emvcon,51-100,Active,https://www.emvcon.com,info@emvcon.com,+82-70-4244-5960,,,,,,,,,"Design, Hardware, Manufacturing, Transportation","Automotive, Electric Vehicle, Machinery Manufacturing, Manufacturing, Mechanical Design",,,,,,,,,,"Daejeon, Taejon-jikhalsi, South Korea",,2016-01-01,year,Samsung Ventures,
Indalic Boilers,https://www.crunchbase.com/organization/caldererías-indálicas,501-1000,Active,https://www.caldererias.es,caldererias@caldererias.es,+34 950 548 100,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,6666991,USD,6666991,,,"Almería, Andalucia, Spain",$100M to $500M,1993-01-01,year,,https://www.linkedin.com/company/calderer-as-ind-licas-sl/
Hycom Engineering,https://www.crunchbase.com/organization/hycom-engineering,51-100,Active,https://www.hycomengineering.com,info@hycomengineering.com,+91 080 42488802,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Industrial Engineering, Manufacturing, Mechanical Design",,,,,,,,,,"Bangalore, Karnataka, India",$1M to $10M,2009-01-01,year,,https://www.linkedin.com/company/hycom-engineering
Chengdu Galaxy Magnets,https://www.crunchbase.com/organization/chengdu-galaxy-magnets,1001-5000,Active,http://en.galaxymagnets.com/,,86-28-61838196,,,,,,,,,"Design, Hardware","Industrial Design, Mechanical Design, Product Design",2,0,Generation; Conversion Or Distribution Of Electric Power,,,,,,,"Chengdu, Sichuan, China",,2001-03-23,day,,https://www.linkedin.com/company/chengdu-galaxy-magnets-co-ltd-
Huhnseal,https://www.crunchbase.com/organization/huhnseal,101-250,Active,https://www.huhnseal.com/,sales@huhnseal.com,+46 418 44 99 40,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering, Product Design",5,4,Engineering Elements And Units; General Measures For Producing And Maintaining Effective Functioning Of Machines Or Installations,"Rubber and plastic goods; packing, stopping and insulating materials",337657,USD,337657,,,"Landskrona, Skane Lan, Sweden",,1988-01-01,year,,https://www.linkedin.com/company/huhnseal-ab/
Powersonic Industries,https://www.crunchbase.com/organization/powersonic-industries,101-250,Active,https://www.powersonic.net,,,,,,,,,,,"Design, Hardware, Manufacturing, Messaging and Telecommunications","Manufacturing, Mechanical Design, Wired Telecommunications",,,,,,,,,,"Bolton, Ontario, Canada",$10M to $50M,1998-01-01,day,,https://www.linkedin.com/company/powersonic-industries-inc
United Team Mechanical,https://www.crunchbase.com/organization/united-team-mechanical,101-250,Active,https://www.teammechanical.com/,info@teammechanical.com,801-991-1100,,,,,,,,,"Design, Hardware, Science and Engineering","Mechanical Design, Mechanical Engineering",,,,,2086162,USD,2086162,,,"Kaysville, Utah, United States",,,,,https://www.linkedin.com/company/united-team-mechanical-llc
AW Mercer,https://www.crunchbase.com/organization/aw-mercer,101-250,Active,http://www.awmercer.com,sales@awmercer.com,+1 610 367 8460,,,,,,,,,"Design, Hardware, Manufacturing, Natural Resources, Sales and Marketing, Science and Engineering","Industrial Engineering, Laser, Manufacturing, Mechanical Design, Precious Metals, Sales",,,,,201986,USD,201986,,,"Boyertown, Pennsylvania, United States",$10M to $50M,1926-01-01,year,,https://www.linkedin.com/company/a.w.-mercer-inc./
Shri Samarth Engineering,https://www.crunchbase.com/organization/shri-samarth-engineering,51-100,Active,https://ssepl.co.in,info@ssepl.co.in,+91 880 508 7899,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate, Science and Engineering","Chemical Engineering, Civil Engineering, Construction, Industrial Engineering, Mechanical Design",,,,,,,,,,"Pune, Maharashtra, India",,2012-01-01,year,,https://www.linkedin.com/company/sseplpune/
Kohler Ronan,https://www.crunchbase.com/organization/kohler-ronan,51-100,Active,https://kohlerronan.com,krce@kohlerronan.com,212.695.2422,,,,,,,,,"Design, Hardware, Professional Services, Real Estate","Construction, Consulting, Mechanical Design",,,,,2704771,USD,2704771,,,"New York, New York, United States",$10M to $50M,1998-01-01,year,,https://www.linkedin.com/company/kohler-ronan-llc
DDSI,https://www.crunchbase.com/organization/ddsi,101-250,Active,https://www.ddsiglobal.com/,info@ddsiglobal.com,+1 918-592-3374,,,,,,,,,"Data and Analytics, Design, Energy, Hardware, Natural Resources, Real Estate","Construction, Data Collection and Labeling, Landscaping, Mechanical Design, Oil and Gas",,,,,1097031,USD,1097031,,,"Brooklyn, New York, United States",$1M to $10M,1999-01-01,year,,https://www.linkedin.com/company/ddsi/
ASS Maschinenbau,https://www.crunchbase.com/organization/ass-maschinenbau,101-250,Active,http://www.ass-automation.com,info@ass-maschinenbau.de,49-2206-905470,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Software","Industrial Automation, Mechanical Design, Robotics",0,3,,Machines and machine tools,239269,USD,239269,,,"Overath, Nordrhein-Westfalen, Germany",$10M to $50M,1983-01-01,day,,https://www.linkedin.com/company/ass-maschinenbau-gmbh
AMRA,https://www.crunchbase.com/organization/amra-f2f4,51-100,Active,https://www.amra-chauvin-arnoux.it,info@amra-chauvin-arnoux.it,+39 039 245 75 45,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",0,1,,Scientific and electric apparatus and instruments,120612,USD,120612,,,"Monza, Lombardia, Italy",$1M to $10M,1893-01-01,year,,https://www.linkedin.com/company/amra-spa---chauvin-arnoux-group/
AVA Electrical,https://www.crunchbase.com/organization/ava-electrical,51-100,Active,http://ava-group-uk.com,enquiry@ava-group-uk.com,+44 01273 855713,,,,,,,,,"Data and Analytics, Design, Energy, Hardware, Privacy and Security, Professional Services, Sustainability","Field Support, Mechanical Design, Renewable Energy, Security, Test and Measurement",,,,,110126,USD,110126,,,"Brighton, East Sussex, United Kingdom",,2010-01-01,year,,https://www.linkedin.com/company/ava-electrical-ltd/
Bang Crane Systems,https://www.crunchbase.com/organization/bang-crane-systems,51-100,Active,https://www.bangkran.de,info@bangkran.de,+49 37421 485 0,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design",,,,,141128,USD,141128,,,"Oelsnitz, Sachsen, Germany",$1M to $10M,1989-01-01,year,,https://www.linkedin.com/company/bang-kransysteme-gmbh-&-co.-kg/
Automotive Ancillaries,https://www.crunchbase.com/organization/automotive-ancillaries,101-250,Active,https://www.aal.ae/,info@aal.ae,+971 4 881 6645,,,,,,,,,"Design, Hardware, Manufacturing, Professional Services, Transportation","Automotive, Consulting, Manufacturing, Mechanical Design",,,,,,,,,,"Dubai, Dubai, United Arab Emirates",$10M to $50M,1989-01-01,year,,https://www.linkedin.com/company/aal-group-ltd
Shenzhen Zhenxing Metal Manufacturing Co.,https://www.crunchbase.com/organization/shenzhen-zhenxing-metal-manufacturing,101-250,Active,http://www.szzxwj.com,zhenxing@szzxwj.com,+86 755 29976035,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design",,,,,,,,,,"Shenzhen, Guangdong, China",$1M to $10M,1997-01-01,year,,https://www.linkedin.com/company/shenzhen-zhenxing-metal-manufacturing-co.-ltd.
MIDFIX,https://www.crunchbase.com/organization/midfix,101-250,Active,https://www.midfix.co.uk/,sales@midfix.co.uk,+44 115-922-1585,,,,,,,,,"Design, Hardware, Manufacturing, Other, Science and Engineering","B2B, Industrial Engineering, Mechanical Design, Mechanical Engineering",,,,,872138,USD,872138,,,"Beeston, Nottinghamshire, United Kingdom",$10M to $50M,1974-01-01,year,,https://www.linkedin.com/company/midfix/
Atomat,https://www.crunchbase.com/organization/atomat,51-100,Active,https://www.atomat.com/,info@atomat.com,+39 0039 0432 648511,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",0,3,,Machines and machine tools,,,,,,"Remanzacco, Friuli-Venezia Giulia, Italy",$1M to $10M,1968-01-01,year,,https://www.linkedin.com/company/atomat-spa/
Repute,https://www.crunchbase.com/organization/repute,251-500,Active,https://reputeindia.com,info@reputeindia.net,+91 9075046342,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Pune, Maharashtra, India",,1998-01-01,year,,https://www.linkedin.com/company/repute-engineers-pvt-ltd---india
Makita,https://www.crunchbase.com/organization/makita-b68f,251-500,Active,https://www.makita-corp.com/,,+81-87-821-5501,,,,,,,,,"Design, Energy, Hardware, Manufacturing, Natural Resources, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering, Oil and Gas",,,,,,,,,,"Kagawa, Yamaguchi, Japan",,1910-01-04,day,,
Complex Cold Forming,https://www.crunchbase.com/organization/complex-cold-forming,51-100,Active,http://www.complexcoldforming.com/,info@complexcoldforming.com,+44 0121 556 5700,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,109958,USD,109958,,,"Wednesbury, Staffordshire, United Kingdom",$1M to $10M,,,,https://www.linkedin.com/company/ccfspecialbolts/
UniquesCadd,https://www.crunchbase.com/organization/uniquescadd,101-250,Active,https://uniquescadd.com/,info@uniquescadd.com,+91 (787) 466-0832,,,,,,,,,"Design, Hardware, Professional Services, Real Estate, Software","Architecture, CAD, Interior Design, Mechanical Design, Outsourcing",,,,,,,,,,"Ahmedabad, Gujarat, India",,2009-06-14,day,,https://in.linkedin.com/company/uniquescadd
Fayad Engineering,https://www.crunchbase.com/organization/fayad-engineering,51-100,Active,http://www.fayadco.com,info@fayadco.com,+971 02 6723770,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate, Science and Engineering","Heating, Ventilation, and Air Conditioning (HVAC), Industrial, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Abu Dhabi, Abu Dhabi, United Arab Emirates",$1M to $10M,1987-01-01,year,,https://www.linkedin.com/company/fayad-enginnering-company-llc/
T4,https://www.crunchbase.com/organization/t4-b418,101-250,Active,https://www.t4mechanical.co.uk,info@t4m-e.co.uk,+44 173-777-0911,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing, Science and Engineering","Electronics, Machinery Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Redhill, Surrey, United Kingdom",$10M to $50M,2009-01-01,year,,https://www.linkedin.com/company/t4-mechanical-services-ltd
G&G Steel,https://www.crunchbase.com/organization/g-g-steel,251-500,Active,https://ggsteel.com,info@ggsteel.com,+1 256 332 6652,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,1561539,USD,1561539,,,"Russellville, Alabama, United States",$50M to $100M,1975-01-01,year,,https://www.linkedin.com/company/general-southern-industries/
Vertex Systems,https://www.crunchbase.com/organization/vertex-systems-7651,51-100,Active,https://www.vertex.fi/,etunimi.sukunimi@vertex.fi,358 3 313411,,,,,,,,,"Design, Hardware, Manufacturing, Software","Industrial, Mechanical Design, Software",,,,,,,,,,"Tampere, Western Finland, Finland",$1M to $10M,1977-01-01,day,,https://www.linkedin.com/company/vertex-systems-oy/
Spex Precision Machine Technologies,https://www.crunchbase.com/organization/spex-precision-machine-technologies,101-250,Active,https://www.spex1.com,sales@spex1.com,+1-585-467-0520,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",,,,,248446,USD,248446,,,"Rochester, New York, United States",,1946-01-01,year,,https://www.linkedin.com/company/spex-precision-machine-technologies-inc.
Kein Hing International,https://www.crunchbase.com/organization/kein-hing-international,51-100,Active,http://www.keinhing.com/,keinhing@keinhing.com,603 8942 4649,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Manufacturing, Mechanical Design",,,,,,,,,,"Seri Kembangan, Negeri Sembilan, Malaysia",$50M to $100M,1981-03-14,day,,https://www.linkedin.com/company/kein-hing-industry-sdn-bhd-
Davall Gears,https://www.crunchbase.com/organization/davall-gears,101-250,Active,http://www.davall.co.uk/,info@davall.co.uk,+44 170-728-3100,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",0,2,,Machines and machine tools,1129171,USD,1129171,,,"Hatfield, Hertford, United Kingdom",,1884-01-01,year,,https://www.linkedin.com/company/davall-gears-ltd/
Burder Ag Attachments,https://www.crunchbase.com/organization/burder-ag-attachments,51-100,Active,https://burder.com.au,info@burder.com.au,+61 03 5722 2343,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering, Transportation","Industrial Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering, Supply Chain Management",,,,,,,,,,"Wangaratta, Victoria, Australia",$10M to $50M,1991-01-01,year,,https://www.linkedin.com/company/burder-industries-india-private-limited/
TME,https://www.crunchbase.com/organization/tme-03f4,51-100,Active,https://tmesrl.eu/,sales@tmesrl.net,39 0823 189 49 18,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing","Electronics, Hardware, Industrial, Manufacturing, Mechanical Design, Product Design",,,,,109313,USD,109313,,,"Portico Di Caserta, Campania, Italy",$1M to $10M,2007-01-01,year,,https://www.linkedin.com/company/tme-srl
Euro Gear,https://www.crunchbase.com/organization/euro-gear,51-100,Active,https://www.eurogearinc.com/,info@eurogearinc.com,+1-929-357-3126,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,309166,USD,309166,,,"Saint-hubert, Quebec, Canada",$1M to $10M,2000-01-01,year,,https://www.linkedin.com/company/egi-eurogear-industries/
Harty Mechanical,https://www.crunchbase.com/organization/harty-mechanical,101-250,Active,https://www.hartymechanical.com,service@hartymechanical.com,+1 507 437 8201,,,,,,,,,"Design, Hardware, Manufacturing, Other, Real Estate","Commercial, Construction, Industrial, Mechanical Design",,,,,1545782,USD,1545782,,,"Austin, Minnesota, United States",$10M to $50M,1979-01-01,year,,https://www.linkedin.com/company/harty-mechanical
Priority Mechanical,https://www.crunchbase.com/organization/priority-mechanical,101-250,Active,https://www.prioritymechanical.com/,,780-435-3636,,,,,,,,,"Design, Hardware, Other, Real Estate","Construction, Mechanical Design, Service Industry",,,,,1942170,USD,1942170,,,"Edmonton, Alberta, Canada",$10M to $50M,1990-01-01,year,,https://www.linkedin.com/company/priority-mechanical-ltd-/
Jebco Manufacturing,https://www.crunchbase.com/organization/jebco-manufacturing,51-100,Active,http://www.jebcomfg.ca/,info@jebcomfg.ca,+1 9053553757,,,,,,,,,"Commerce and Shopping, Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering, Wholesale",,,,,109361,USD,109361,,,"Colborne, Ontario, Canada",$1M to $10M,1964-01-01,year,,https://www.linkedin.com/company/jebco-manufacturing-inc/
Zuken Alfatech,https://www.crunchbase.com/organization/zuken-alfatech,51-100,Active,https://www.alfatech.jp,sales@alfatech.jp,+81 06 6300 0306,,,,,,,,,"Design, Hardware, Software","CAD, Mechanical Design, Software",,,,,,,,,,"Osaka-shi, Osaka, Japan",$50M to $100M,1986-01-01,year,,
Hulley & Kirkwood,https://www.crunchbase.com/organization/hulley-kirkwood,101-250,Active,https://www.hulley.co.uk/,hk.glasgow@hulley.co.uk,+44-141-332-5466,,,,,,,,,"Design, Energy, Hardware, Real Estate, Software","Electrical Distribution, Energy, Facility Management, Mechanical Design, Simulation",,,,,1099576,USD,1099576,,,"Glasgow, Glasgow City, United Kingdom",$10M to $50M,1953-01-01,year,,https://www.linkedin.com/company/hulley-and-kirkwood-consulting-engineers/
Yasna Mechanical Design,https://www.crunchbase.com/organization/yasna-mechanical-design,101-250,Active,https://www.yasna.co.jp,,079 283-2255,,,,,,,,,"Design, Hardware, Professional Services","Consulting, Mechanical Design, Product Design",,,,,,,,,,"Himeji, Hyogo, Japan",,1962-01-01,year,,
Modul,https://www.crunchbase.com/organization/modul-4be5,51-100,Active,https://www.modul.nu/,info@modul.nu,+46 923 30 77 00,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,473468,USD,473468,,,"Kalix, Norrbottens Lan, Sweden",$1M to $10M,1997-01-01,year,,https://www.linkedin.com/company/modulkalix/
Suzhou Chunqiu Electronic Technology,https://www.crunchbase.com/organization/suzhou-chunqiu-electronic-technology,1001-5000,Active,http://www.szchunqiu.com,zhangzj@chunqiu-group.com,86-512-8260-3998,,,,,,,,,"Consumer Electronics, Design, Hardware, Manufacturing, Science and Engineering","Consumer Electronics, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Zhangpu, Fujian, China",,2011-08-23,day,,
Siddhapura Machine Tools,https://www.crunchbase.com/organization/siddhapura-machine-tools,51-100,Active,https://siddhapura.in,machinery@siddhapura.com,+91 281 2233387,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Machinery Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Rajkot, Gujarat, India",,1983-01-01,year,,https://www.linkedin.com/company/siddhapuramachinetool
Tsugawa,https://www.crunchbase.com/organization/tsugawa,501-1000,Active,http://www.tsugawa.com,,+81 045 542 3323,,,,,,,,,"Administrative Services, Design, Hardware, Manufacturing, Transportation","Delivery, Industrial, Manufacturing, Mechanical Design, Transportation",,,,,,,,,,"Yokohama-shi, Kanagawa, Japan",,1953-06-01,month,,
Officine Italiane Zard,https://www.crunchbase.com/organization/officine-italiane-zard,51-100,Active,https://www.zardexhaust.com,info@officineitalianezard.it,+39 0141 65 92 39,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Manufacturing, Mechanical Design, Mechanical Engineering",0,2,,Machines and machine tools,55755,USD,55755,,,"Baldichieri D'asti, Piemonte, Italy",$1M to $10M,2005-01-01,year,,https://www.linkedin.com/company/officine-italiane-zard/
AutoCad India,https://www.crunchbase.com/organization/autocad-india,51-100,Active,https://autocadindia.com/,info@autocadindia.com,+8801715-491890,,,,,,,,,"Design, Hardware, Manufacturing, Professional Services, Software","3D Technology, CAD, Consulting, Industrial, Mechanical Design",,,,,,,,,,,,2013-01-01,year,,https://www.linkedin.com/company/autocad-india/
Lorne Stewart Group,https://www.crunchbase.com/organization/lorne-stewart-group,1001-5000,Active,https://www.lornestewartgroup.com/,info@lornestewart.co.uk,+44 020 8732 2000,,,,,,,,,"Design, Hardware, Real Estate, Transportation","Construction, Mechanical Design, Property Development, Supply Chain Management",,,,,,,,,,"Harrow, Harrow, United Kingdom",$100M to $500M,,,,https://www.linkedin.com/company/lorne-stewart-plc/
Linmac Bearing Equipment,https://www.crunchbase.com/organization/linmac-bearing-equipment,51-100,Active,https://www.linmac.com.au,sales@linmac.com.au,+61 08 9725 6422,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Machinery Manufacturing, Manufacturing, Mechanical Design",,,,,,,,,,"Bunbury, Western Australia, Australia",,1989-01-01,year,,https://www.linkedin.com/company/linmac-bearing-equipment/
DAN-CEL,https://www.crunchbase.com/organization/dan-cel,51-100,Active,https://dancelplumbing.com,,+1 617 923 1011,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Mechanical Design, Mechanical Engineering",,,,,1162350,USD,1162350,,,"Woburn, Massachusetts, United States",,1959-01-01,year,,https://www.linkedin.com/company/dan-cel-co-inc/
The Thomas J. Dyer,https://www.crunchbase.com/organization/the-thomas-j-dyer,251-500,Active,http://www.tjdyer.com,info@tjdyer.com,+513 321 8100,,,,,,,,,"Design, Hardware, Real Estate","Building Material, Mechanical Design",,,,,2680088,USD,2680088,,,"Cincinnati, Ohio, United States",$50M to $100M,1908-01-01,year,,https://www.linkedin.com/company/thomas-j.-dyer-company/
Cherry Pipes,https://www.crunchbase.com/organization/cherry-pipes,51-100,Active,http://cherrypipes.com,sales@cherrypipes.com,+44 0 28 3885 3900,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering, Plastics and Rubber Manufacturing",,,,,,,,,,"Dungannon, Dungannon, United Kingdom",$10M to $50M,1969-01-01,year,,https://www.linkedin.com/company/cherry-pipes-limited/
Bina Niaga Multiusaha,https://www.crunchbase.com/organization/bina-niaga-multiusaha,101-250,Active,https://bnmstainless.co.id/,marketing@bnmstainless.co.id,+62-21-89830472,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial, Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Bekasi, Jawa Barat, Indonesia",,1996-01-01,year,,https://www.linkedin.com/company/bnmstainless/
Liuzhou Ovim Machinery Co.,https://www.crunchbase.com/organization/liuzhou-ovim-machinery-co,1001-5000,Active,http://www.ovm.cn,sales@ovm.cn,+86 4006800228,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Machinery Manufacturing, Mechanical Design, Mechanical Engineering",4,2,"Construction Of Roads, Railways, Or Bridges",Common metals and their alloys; ores,,,,,,"Liuzhou, Guangxi, China",$1M to $10M,1966-01-01,year,,https://www.linkedin.com/company/liuzhou-ovm-machinery-co-ltd/
SIJ Group,https://www.crunchbase.com/organization/sij-group,1001-5000,Active,https://www.sij.si,info@sij.si,+386 0 1 242 98 00,,,,,,,,,"Commerce and Shopping, Design, Hardware, Manufacturing","Manufacturing, Mechanical Design, Wholesale",0,15,,Common metals and their alloys; ores,,,,,,"Ljubljana, Ljubljana Urban Commune, Slovenia",$500M to $1B,1969-01-01,year,,https://www.linkedin.com/company/sij-d-d-
Maruichi Leavitt Pipe & Tube,https://www.crunchbase.com/organization/maruichi-leavitt-pipe-tube,101-250,Active,http://www.maruichi-leavitt.com/,tubeman@leavitt-tube.com,+1.800.532.8488,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Industrial Engineering, Manufacturing, Mechanical Design",,,,,858613,USD,858613,,,"Chicago, Illinois, United States",$10M to $50M,1956-01-01,year,,https://www.linkedin.com/company/maruichi-leavitt-pipe-&-tube-llc/
Mert,https://www.crunchbase.com/organization/mert,51-100,Active,https://mert.com,info@mert.com,+90 2165264340,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Machinery Manufacturing, Manufacturing, Mechanical Design",0,3,,Common metals and their alloys; ores,,,,,,"Istanbul, Istanbul, Turkey",$50M to $100M,1969-01-01,year,,https://www.linkedin.com/company/mertteknikas/
NMTG,https://www.crunchbase.com/organization/nmtg,51-100,Active,https://nmtgindia.com,sales@nmtgindia.com,91 79228 17688,,,,,,,,,"Design, Hardware, Manufacturing, Science and Engineering","Manufacturing, Mechanical Design, Mechanical Engineering",,,,,,,,,,"Ahmedabad, Gujarat, India",$1M to $10M,1975-01-01,year,,https://www.linkedin.com/company/nmtgindia
Grupo Sisttemex,https://www.crunchbase.com/organization/grupo-sisttemex,501-1000,Active,https://www.sisttemex.com,contacto@sisttemex.com,+52-55-52-40-1480,,,,,,,,,"Design, Hardware, Manufacturing, Real Estate","Construction, Manufacturing, Mechanical Design, Telecommunications",,,,,542235,USD,542235,,,"Miguel Hidalgo, Tabasco, Mexico",$10M to $50M,1998-01-01,year,,https://www.linkedin.com/company/sisttemex-s-a-de-c-v-/
Orderbid International,https://www.crunchbase.com/organization/orderbid-international-group,1001-5000,Active,http://www.orderbid.net,info@orderbid.net,+86 20 8443 2631,,,,,,,,,"Administrative Services, Design, Hardware, Manufacturing, Other, Professional Services, Sales and Marketing","Business Development, Manufacturing, Marketing, Mechanical Design, Product Design, Product Management, Sales, Trade Shows",,,,,3676196,USD,3676196,,,"Guangzhou, Guangdong, China",$100M to $500M,,,,https://www.linkedin.com/company/orderbid-international-group
Fox-1 Companies,https://www.crunchbase.com/organization/fox-1-companies,51-100,Active,http://fox-1.com,johnk@fox-1.com,+1 651 894 3990,,,,,,,,,"Design, Hardware, Professional Services, Software","3D Technology, Mechanical Design, Recruiting",,,,,1507357,USD,1507357,,,"Burnsville, Minnesota, United States",$10M to $50M,2002-01-01,year,,https://www.linkedin.com/company/fox-1-resources-inc.
Early Services,https://www.crunchbase.com/organization/early-services,51-100,Active,http://earlyservices.com/contact,,+1 256 350 7701,,,,,,,,,"Design, Hardware, Other","Commercial, Mechanical Design, Service Industry",,,,,619510,USD,619510,,,"Decatur, Georgia, United States",$10M to $50M,1954-01-01,year,,https://www.linkedin.com/company/earlyservices
Steinel,https://www.crunchbase.com/organization/steinel-6cce,51-100,Active,https://www.steinel.com/,info@steinel.com,+49 7720 69280,,,,,,,,,"Design, Hardware, Manufacturing","Industrial, Manufacturing, Mechanical Design",54,65,Electric Techniques Not Otherwise Provided For,Scientific and electric apparatus and instruments,735954,USD,735954,,,"Villingen-schwenningen, Baden-Wurttemberg, Germany",$10M to $50M,1925-01-01,year,,https://www.linkedin.com/company/steinel1925/
